srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,actual,predict
175.45.176.0,30003.0,149.171.126.14,143,tcp,FIN,1.040816,1608.0,132728.0,62.0,252.0,6.0,56.0,-,11975.219729999999,1011391.125,32.0,116.0,255.0,255.0,2340965388.0,296988548.0,50.0,1144.0,0.0,0.0,1600.718758,860.039642,1421927432.0,1421927433.0,33.574709999999996,8.987661,0.057247,0.006222999999999999,0.051024,0.0,1.0,0.0,0.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,47096.0,149.171.126.16,111,tcp,FIN,0.625212,564.0,354.0,254.0,252.0,2.0,1.0,-,6500.194824,3966.6545409999994,10.0,8.0,255.0,255.0,4065997112.0,478325110.0,56.0,44.0,0.0,0.0,5430.792168999999,137.643219,1421927433.0,1421927434.0,69.003556,87.915289,0.054839,0.009784000000000001,0.045055,0.0,1.0,0.0,0.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.3,9002.0,149.171.126.19,111,tcp,FIN,0.629429,564.0,354.0,254.0,252.0,2.0,1.0,-,6456.645996,3940.079102,10.0,8.0,255.0,255.0,3017013647.0,3952958356.0,56.0,44.0,0.0,0.0,5437.992729,137.726844,1421927434.0,1421927435.0,69.39066700000001,88.84243000000001,0.05335,0.007514,0.045836,0.0,1.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.1,12940.0,149.171.126.16,80,tcp,FIN,0.26827199999999995,878.0,1002.0,62.0,252.0,2.0,2.0,http,23588.0,26152.56055,10.0,8.0,255.0,255.0,1657065760.0,2730092963.0,88.0,125.0,1.0,78.0,1466.979442,53.908418000000005,1421927435.0,1421927435.0,29.808000000000003,37.050855,0.055113999999999996,0.008277,0.046837000000000004,0.0,1.0,1.0,0.0,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,DoS,1.0,4,5
175.45.176.3,26334.0,149.171.126.16,80,tcp,FIN,0.257718,798.0,5348.0,62.0,252.0,2.0,3.0,http,22318.96875,149434.6563,10.0,10.0,255.0,255.0,714980247.0,3840527734.0,80.0,535.0,1.0,2234.0,1361.329224,1908.7036699999999,1421927436.0,1421927436.0,28.635333000000003,27.355221999999998,0.057726,0.010819,0.046907,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,31149.0,149.171.126.11,80,tcp,FIN,0.261421,840.0,1420.0,62.0,252.0,2.0,2.0,http,23135.09766,38038.26172,10.0,8.0,255.0,255.0,2108308069.0,1187700135.0,84.0,178.0,1.0,291.0,1431.872477,53.103469,1421927438.0,1421927438.0,29.046778000000003,36.294855,0.051533,0.006686,0.044847000000000005,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,24289.0,149.171.126.19,25,tcp,FIN,0.787029,3422.0,1834.0,62.0,252.0,7.0,8.0,smtp,33045.79688,17717.26172,20.0,20.0,255.0,255.0,589429397.0,1035958391.0,171.0,92.0,0.0,0.0,1949.06352,45.575828,1421927439.0,1421927440.0,41.422578,40.919105,0.055715999999999995,0.008784,0.046932,0.0,1.0,0.0,0.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,43666.0,149.171.126.19,25,tcp,FIN,0.6486689999999999,2730.0,1212.0,254.0,252.0,6.0,6.0,smtp,31806.66797,14022.55957,18.0,16.0,255.0,255.0,2965819230.0,2287585379.0,152.0,76.0,0.0,0.0,1809.8076399999998,47.374184,1421927440.0,1421927441.0,36.614588,42.447332,0.058870000000000006,0.011941,0.046929000000000005,0.0,1.0,0.0,0.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,55249.0,149.171.126.10,5060,udp,INT,1.9e-05,1388.0,0.0,254.0,0.0,0.0,0.0,-,292210528.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,1421927441.0,1421927441.0,0.019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Generic,1.0,6,1
175.45.176.0,36159.0,149.171.126.14,111,udp,INT,1.2e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,56000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927442.0,1421927442.0,0.012,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.1,13377.0,149.171.126.12,80,tcp,FIN,0.187885,842.0,5084.0,62.0,252.0,2.0,3.0,http,32275.0625,194842.5938,10.0,10.0,255.0,255.0,114736493.0,263943961.0,84.0,508.0,1.0,2076.0,1103.263956,1668.9598019999999,1421927443.0,1421927443.0,20.876110999999998,19.461111,0.054717999999999996,0.009946,0.044772,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.2,29442.0,149.171.126.19,111,udp,INT,1.7e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,39529412.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927445.0,1421927445.0,0.017,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.0,21990.0,149.171.126.13,80,tcp,FIN,2.7249950000000003,2952.0,44474.0,62.0,252.0,8.0,17.0,http,8273.042969,127131.25,22.0,38.0,255.0,255.0,3173766787.0,3898739370.0,134.0,1170.0,2.0,811.0,15282.405830000002,11994.68835,1421927444.0,1421927447.0,129.761664,72.96108199999999,0.054766999999999996,0.005354,0.049413,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,46282.0,149.171.126.14,111,tcp,FIN,0.633943,564.0,354.0,254.0,252.0,2.0,1.0,-,6410.670897999999,3912.023438,10.0,8.0,255.0,255.0,989626159.0,2517570187.0,56.0,44.0,0.0,0.0,5428.363514,137.309922,1421927446.0,1421927447.0,68.938778,89.719859,0.051476999999999995,0.005882,0.045595,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.3,17410.0,149.171.126.14,111,udp,INT,4e-06,168.0,0.0,254.0,0.0,0.0,0.0,-,168000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927449.0,1421927449.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.1,20549.0,149.171.126.10,111,udp,INT,1.4000000000000001e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,48000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927449.0,1421927449.0,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.0,55659.0,149.171.126.12,25,tcp,FIN,1.09023,115727.0,2364.0,62.0,252.0,50.0,8.0,smtp,841187.625,16811.13086,106.0,32.0,255.0,255.0,3039043636.0,332782917.0,1092.0,74.0,0.0,0.0,952.634674,41.712253999999994,1421927449.0,1421927450.0,10.383142999999999,34.781934,0.052240999999999996,0.007914000000000001,0.044327,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,7177.0,149.171.126.16,80,tcp,FIN,0.188505,1208.0,1020.0,62.0,252.0,2.0,2.0,-,46173.84375,37898.19922,10.0,8.0,255.0,255.0,3169747251.0,362560593.0,121.0,128.0,1.0,0.0,1092.069539,40.735301,1421927450.0,1421927450.0,20.945,24.700285,0.031407,0.014591,0.016816,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,56253.0,149.171.126.12,25,tcp,FIN,0.889128,48267.0,2028.0,62.0,252.0,24.0,8.0,smtp,426251.3125,17491.29492,54.0,24.0,255.0,255.0,2545306121.0,2674918876.0,894.0,85.0,0.0,0.0,1524.724494,67.425555,1421927450.0,1421927451.0,16.776,35.470695,0.094408,0.046449000000000004,0.047958999999999995,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,42254.0,149.171.126.16,445,tcp,FIN,1.5120129999999998,10976.0,9180.0,62.0,252.0,19.0,18.0,-,56756.12891,47359.38281,44.0,40.0,255.0,255.0,1762564118.0,1774833809.0,249.0,230.0,0.0,0.0,1777.7988300000002,47.691297,1421927450.0,1421927452.0,35.163092,38.108438,0.038093,0.019205,0.018888,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.2,21424.0,149.171.126.14,25,tcp,FIN,0.5091359999999999,30730.0,1760.0,62.0,252.0,16.0,8.0,smtp,470161.1875,26397.66016,38.0,22.0,255.0,255.0,3054748706.0,1108085454.0,809.0,80.0,0.0,0.0,947.577994,32.478736,1421927451.0,1421927452.0,13.760432999999999,23.440904,0.050745,0.016218,0.034526999999999995,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,15810.0,149.171.126.13,80,tcp,FIN,0.164546,6326.0,268.0,254.0,252.0,3.0,1.0,http,281939.4063,10890.57129,12.0,6.0,255.0,255.0,3749408770.0,3625265729.0,527.0,45.0,1.0,0.0,839.59647,47.480871,1421927453.0,1421927453.0,13.32,30.104198999999998,0.059715,0.014021,0.045694,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,61099.0,149.171.126.17,111,tcp,FIN,0.632601,564.0,354.0,254.0,252.0,2.0,1.0,-,6424.270508,3920.32251,10.0,8.0,255.0,255.0,192172250.0,791026797.0,56.0,44.0,0.0,0.0,5458.604114,139.175172,1421927452.0,1421927453.0,69.59944399999999,89.26414100000001,0.056697000000000004,0.007734,0.048963,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.3,53973.0,149.171.126.19,46823,tcp,FIN,0.18449400000000002,1926.0,268.0,254.0,252.0,2.0,1.0,-,75189.4375,9713.052734,10.0,6.0,255.0,255.0,3383747791.0,24702174.0,193.0,45.0,0.0,0.0,1017.341869,60.25023,1421927454.0,1421927454.0,19.211778,35.265198999999996,0.05534,0.008163,0.047177,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,14324.0,149.171.126.13,502,tcp,FIN,0.21406599999999998,468.0,268.0,254.0,252.0,2.0,1.0,-,15770.83691,8371.25,10.0,6.0,255.0,255.0,2784361789.0,2253194490.0,47.0,45.0,0.0,0.0,1128.526548,60.616703,1421927456.0,1421927456.0,23.785110999999997,41.159,0.052302,0.0076,0.044702,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DoS,1.0,4,1
175.45.176.2,15985.0,149.171.126.17,80,tcp,FIN,0.534953,1710.0,115722.0,62.0,252.0,2.0,44.0,http,24420.83789,1711776.5,22.0,92.0,255.0,255.0,1238755653.0,2995923100.0,78.0,1258.0,1.0,55622.0,1218.397927,703.0503150000001,1421927455.0,1421927456.0,25.473952,5.800187,0.050365,0.006418000000000001,0.043947,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Generic,1.0,6,5
175.45.176.1,59988.0,149.171.126.15,111,udp,INT,2e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,33600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927458.0,1421927458.0,0.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.1,50185.0,149.171.126.16,110,tcp,FIN,0.819419,1018.0,27074.0,62.0,252.0,7.0,16.0,pop3,9489.650391,256982.0781,22.0,36.0,255.0,255.0,594184674.0,657922877.0,46.0,752.0,0.0,0.0,1936.658931,1472.501123,1421927457.0,1421927458.0,39.019951,23.229114000000003,0.051639,0.005657,0.045982,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,13692.0,149.171.126.15,111,udp,INT,1.4999999999999999e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,44800000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927459.0,1421927459.0,0.015,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.0,30560.0,149.171.126.12,80,tcp,FIN,0.185421,954.0,268.0,254.0,252.0,2.0,1.0,http,37061.60547,9664.493164,10.0,6.0,255.0,255.0,4229362212.0,825280605.0,95.0,45.0,1.0,0.0,1028.773676,61.680676,1421927460.0,1421927460.0,20.200332999999997,35.940801,0.049888999999999996,0.005706,0.044183,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,28807.0,149.171.126.17,80,tcp,FIN,0.183971,1000.0,268.0,254.0,252.0,2.0,1.0,http,39136.60156,9740.665039,10.0,6.0,255.0,255.0,1815184253.0,390848912.0,100.0,45.0,1.0,0.0,1014.0597449999999,61.461672,1421927461.0,1421927461.0,18.863778,35.523602000000004,0.052037,0.006343,0.045694,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,1
175.45.176.2,6551.0,149.171.126.12,162,udp,INT,2.1e-05,136.0,0.0,254.0,0.0,0.0,0.0,snmp,25904762.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,1421927462.0,1421927462.0,0.021,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DoS,1.0,4,5
175.45.176.2,7371.0,149.171.126.15,110,tcp,FIN,0.760579,1062.0,30944.0,62.0,252.0,7.0,17.0,pop3,10665.55859,316916.4688,22.0,38.0,255.0,255.0,2575538882.0,1649942317.0,48.0,814.0,0.0,0.0,1845.447951,1383.238158,1421927463.0,1421927464.0,36.218047,20.001486,0.04999,0.00571,0.04428,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,44900.0,149.171.126.10,36668,tcp,FIN,0.24002600000000002,724.0,268.0,254.0,252.0,2.0,1.0,-,21730.97852,7465.85791,10.0,6.0,255.0,255.0,4111228192.0,3501049438.0,72.0,45.0,0.0,0.0,1408.0573259999999,70.982984,1421927465.0,1421927466.0,25.342889000000003,45.208602,0.026861000000000003,0.013978999999999998,0.012882,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Shellcode,1.0,8,8
175.45.176.1,18257.0,149.171.126.10,35019,udp,INT,4e-06,376.0,0.0,254.0,0.0,0.0,0.0,-,376000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,1421927466.0,1421927466.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Shellcode,1.0,8,8
175.45.176.0,40411.0,149.171.126.13,110,tcp,FIN,2.788974,3470.0,538277.0,62.0,252.0,7.0,206.0,pop3,9827.269531,1540305.5,78.0,416.0,255.0,255.0,828504657.0,3589115143.0,44.0,1294.0,0.0,0.0,1787.2580100000002,728.7690240000001,1421927464.0,1421927467.0,36.220442999999996,6.696039,0.049865,0.0057020000000000005,0.044163,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,40411.0,149.171.126.13,110,tcp,FIN,2.788974,3470.0,538277.0,62.0,252.0,7.0,206.0,pop3,9827.269531,1540305.5,78.0,416.0,255.0,255.0,828504657.0,3589115143.0,44.0,1294.0,0.0,0.0,1787.2580100000002,728.7690240000001,1421927464.0,1421927467.0,36.220442999999996,6.696039,0.049865,0.0057020000000000005,0.044163,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.0,45372.0,149.171.126.16,111,tcp,FIN,0.625921,564.0,354.0,254.0,252.0,2.0,1.0,-,6492.832031,3962.1613770000004,10.0,8.0,255.0,255.0,1226406133.0,3253533023.0,56.0,44.0,0.0,0.0,5421.360504,139.42568799999998,1421927467.0,1421927468.0,69.546778,87.469711,0.053786,0.00878,0.045006,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.2,35000.0,149.171.126.19,80,tcp,FIN,0.19078299999999998,1092.0,268.0,254.0,252.0,2.0,1.0,http,41219.60547,9392.871094,10.0,6.0,255.0,255.0,2783617730.0,1043538070.0,109.0,45.0,1.0,0.0,1095.271931,65.959016,1421927468.0,1421927469.0,20.585889,36.779199,0.053961,0.00688,0.047081,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.0,7595.0,149.171.126.14,5555,tcp,FIN,0.17338499999999998,1944.0,268.0,254.0,252.0,2.0,1.0,-,80745.16406,10335.38086,10.0,6.0,255.0,255.0,2574562425.0,3287667336.0,194.0,45.0,0.0,0.0,955.122209,57.622852,1421927470.0,1421927471.0,17.729889,33.444602,0.049502,0.006152,0.04335,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,22406.0,149.171.126.14,80,tcp,FIN,0.21913000000000002,820.0,2900.0,62.0,252.0,2.0,2.0,http,26942.91211,92657.32813,10.0,8.0,255.0,255.0,695185601.0,56900825.0,82.0,363.0,1.0,1032.0,1314.996782,53.527547,1421927471.0,1421927472.0,24.347777999999998,29.978571999999996,0.049522000000000004,0.005342,0.044180000000000004,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,52793.0,149.171.126.16,80,tcp,FIN,0.388577,920.0,34618.0,62.0,252.0,2.0,14.0,http,17376.2207,690457.75,12.0,32.0,255.0,255.0,1290138545.0,60107767.0,77.0,1082.0,1.0,16384.0,2086.122875,1430.2970460000001,1421927473.0,1421927474.0,35.325183,12.121483999999999,0.05449299999999999,0.008343999999999999,0.046149,0.0,1.0,1.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,4542.0,149.171.126.12,80,tcp,FIN,0.191423,886.0,268.0,254.0,252.0,2.0,1.0,http,33350.22266,9361.466797,10.0,6.0,255.0,255.0,3601613472.0,1522186478.0,89.0,45.0,1.0,0.0,1011.202777,59.914652000000004,1421927474.0,1421927475.0,19.786667,37.064,0.050714999999999996,0.006095000000000001,0.04462,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.2,35605.0,149.171.126.18,80,tcp,FIN,0.196875,836.0,7512.0,62.0,252.0,2.0,4.0,http,30598.09375,279812.0625,10.0,12.0,255.0,255.0,2048246164.0,2938376599.0,84.0,626.0,1.0,3249.0,1101.959675,1523.149591,1421927476.0,1421927476.0,21.875,16.250636,0.05137100000000001,0.005837,0.045534,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,43058.0,149.171.126.14,110,tcp,FIN,0.785499,1016.0,32278.0,62.0,252.0,7.0,18.0,pop3,9879.070312,320530.0313,22.0,40.0,255.0,255.0,1048734373.0,1773457730.0,46.0,807.0,0.0,0.0,1837.896475,1343.8236,1421927476.0,1421927477.0,37.404714,19.947001,0.049779000000000004,0.006328,0.043451,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,43058.0,149.171.126.14,110,tcp,FIN,0.785499,1016.0,32278.0,62.0,252.0,7.0,18.0,pop3,9879.070312,320530.0313,22.0,40.0,255.0,255.0,1048734373.0,1773457730.0,46.0,807.0,0.0,0.0,1837.896475,1343.8236,1421927476.0,1421927477.0,37.404714,19.947001,0.049779000000000004,0.006328,0.043451,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,42061.0,149.171.126.18,59324,tcp,FIN,0.389653,732.0,354.0,254.0,252.0,2.0,1.0,-,13529.987309999999,6364.637207,10.0,8.0,255.0,255.0,3048296847.0,3890197923.0,73.0,44.0,0.0,0.0,2911.273623,114.352617,1421927477.0,1421927478.0,41.974556,52.47843,0.067166,0.022293,0.044873,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Shellcode,1.0,8,8
175.45.176.1,9638.0,149.171.126.17,80,tcp,FIN,0.179551,908.0,268.0,254.0,252.0,2.0,1.0,http,36446.46875,9980.451172,10.0,6.0,255.0,255.0,64510336.0,2959902752.0,91.0,45.0,1.0,0.0,984.920507,59.251789,1421927478.0,1421927479.0,18.448667,34.630801,0.050624,0.006393,0.044231,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,40982.0,149.171.126.12,25,tcp,FIN,0.8197190000000001,9089.0,1856.0,62.0,252.0,10.0,8.0,smtp,85297.52344,17215.6543,26.0,20.0,255.0,255.0,2638333719.0,1499533256.0,350.0,93.0,0.0,0.0,1805.46174,50.86325,1421927479.0,1421927480.0,32.788761,42.49100000000001,0.053302999999999996,0.006697,0.046606,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.1,35063.0,149.171.126.17,111,udp,INT,1e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,67200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927480.0,1421927480.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.2,40291.0,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008.0,12548.0,62.0,252.0,6.0,10.0,-,11387.032229999999,143845.0156,18.0,24.0,255.0,255.0,1863885858.0,41339344.0,56.0,523.0,0.0,0.0,1957.079172,1683.832139,1421927481.0,1421927482.0,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.2,40291.0,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008.0,12548.0,62.0,252.0,6.0,10.0,-,11387.032229999999,143845.0156,18.0,24.0,255.0,255.0,1863885858.0,41339344.0,56.0,523.0,0.0,0.0,1957.079172,1683.832139,1421927481.0,1421927482.0,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.2,40291.0,149.171.126.19,143,tcp,FIN,0.6688310000000001,1008.0,12548.0,62.0,252.0,6.0,10.0,-,11387.032229999999,143845.0156,18.0,24.0,255.0,255.0,1863885858.0,41339344.0,56.0,523.0,0.0,0.0,1957.079172,1683.832139,1421927481.0,1421927482.0,39.343,28.666219,0.053105999999999993,0.005869,0.047237,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploits,1.0,5,5
175.45.176.3,59106.0,149.171.126.18,111,tcp,FIN,0.626161,564.0,354.0,254.0,252.0,2.0,1.0,-,6490.34375,3960.642822,10.0,8.0,255.0,255.0,1793132359.0,3920545789.0,56.0,44.0,0.0,0.0,5429.095590999999,138.693875,1421927482.0,1421927483.0,69.016889,88.591289,0.050901999999999996,0.006012,0.04489,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.2,44133.0,149.171.126.19,111,udp,INT,1.1e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,61090908.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927483.0,1421927483.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,1
175.45.176.2,8037.0,149.171.126.10,80,tcp,FIN,0.38363800000000003,1516.0,66749.0,62.0,252.0,2.0,25.0,http,29652.95508,1366142.0,16.0,54.0,255.0,255.0,474698210.0,2980829899.0,95.0,1236.0,1.0,31964.0,1279.699112,847.500933,1421927485.0,1421927485.0,25.575867000000002,7.069358,0.053316999999999996,0.00806,0.045257,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Generic,1.0,6,5
175.45.176.0,16116.0,149.171.126.12,111,udp,INT,1e-05,168.0,0.0,254.0,0.0,0.0,0.0,-,67200000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,1421927485.0,1421927485.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reconnaissance,1.0,7,5
175.45.176.2,49950.0,149.171.126.16,5060,udp,INT,3e-06,1354.0,0.0,254.0,0.0,0.0,0.0,-,1805333248.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,1421927486.0,1421927486.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Generic,1.0,6,1
