srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
2514,59.166.0.7,31144,149.171.126.5,16625,tcp,FIN,0.054972,5174,83812,31,29,7,39,-,744670.0,12064469.0,90,92,255,255,2210360481,61091037,57,911,0,0,33.463832000000004,33.610846,1421927930,1421927930,0.613742,0.597604,0.000718,0.000579,0.000139,0,0,0,0,0,2,7,8,2,1,1,1,,0
2515,59.166.0.1,38914,149.171.126.1,6881,tcp,FIN,0.018448,1540,1644,31,29,4,4,-,626192.5,673460.5,16,18,255,255,240787088,2394452046,96,91,0,0,73.77969399999999,2.287114,1421927930,1421927930,1.2090670000000001,1.057765,0.0006,0.00045999999999999996,0.00014,0,0,0,0,0,9,7,6,8,5,1,5,,0
2516,59.166.0.1,48562,149.171.126.2,53,udp,CON,0.0010199999999999999,132,164,31,29,0,0,dns,517647.0625,643137.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927930,1421927930,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,2,1,2,8,1,1,1,,0
2517,59.166.0.6,29361,149.171.126.9,22,tcp,FIN,0.42672,3728,5578,31,29,7,7,ssh,67716.53906,100562.4297,32,26,255,255,780120,2150669168,117,215,0,0,951.042531,28.67823,1421927930,1421927930,13.765160999999999,17.041079999999997,0.000691,0.000557,0.000134,0,0,0,0,0,2,2,3,1,1,1,1,,0
2518,59.166.0.9,11264,149.171.126.6,80,tcp,FIN,3.158746,18890,1087890,31,29,2,370,http,47707.53906,2751552.75,354,746,255,255,2557847030,2554660226,53,1458,1,524288,496.82344900000004,308.9906,1421927927,1421927930,8.947374,4.2392769999999995,0.000618,0.000482,0.000136,0,0,1,0,0,1,1,1,1,1,1,1,,0
2519,59.166.0.1,45152,149.171.126.1,6881,tcp,FIN,0.013732,1540,1644,31,29,4,4,-,841246.6875,904748.0,16,18,255,255,240785032,247012010,96,91,0,0,62.490007999999996,1.453515,1421927930,1421927930,0.894933,0.779529,0.000609,0.00047699999999999994,0.000132,0,0,0,0,0,9,7,6,8,5,1,5,,0
2520,59.166.0.1,6205,149.171.126.3,80,tcp,FIN,0.004046,1044,822,31,29,2,2,http,1807217.0,1463173.5,8,10,255,255,240783881,2387187704,131,82,1,82,33.03543,0.712204,1421927930,1421927930,0.527429,0.388333,0.000698,0.000544,0.000154,0,0,1,0,0,2,2,2,8,1,1,2,,0
2521,59.166.0.4,29718,149.171.126.5,6881,tcp,FIN,0.014133000000000001,1540,1644,31,29,4,4,-,817377.75,879077.375,16,18,255,255,2028269148,4184121101,96,91,0,0,63.714085,1.470032,1421927930,1421927930,0.921067,0.802824,0.000627,0.000482,0.000145,0,0,0,0,0,6,7,8,9,6,1,6,,0
2522,59.166.0.4,28642,149.171.126.8,80,tcp,FIN,0.004074,1044,822,31,29,2,2,http,1794796.375,1453117.375,8,10,255,255,4173654340,4174702955,131,82,1,82,33.641186,0.71385,1421927930,1421927930,0.532,0.39322199999999996,0.000677,0.000528,0.000149,0,0,1,0,0,2,1,3,9,1,1,1,,0
2523,59.166.0.4,31556,149.171.126.5,6881,tcp,FIN,0.018943,1540,1644,31,29,4,4,-,609829.5,655862.3125,16,18,255,255,2028271065,4177790273,96,91,0,0,75.43755999999999,2.306947,1421927930,1421927930,1.241867,1.085706,0.000602,0.000481,0.000121,0,0,0,0,0,6,7,8,9,6,1,6,,0
2524,59.166.0.4,53931,149.171.126.5,6881,tcp,FIN,0.018952,1540,1644,31,29,4,4,-,609539.875,655550.8125,16,18,255,255,4173658419,4178335045,96,91,0,0,75.35866800000001,2.217453,1421927930,1421927930,1.2425329999999999,1.086294,0.000611,0.000479,0.000132,0,0,0,0,0,6,7,8,9,6,1,6,,0
2525,59.166.0.5,29776,149.171.126.7,22,tcp,FIN,0.289827,3728,5578,31,29,7,7,ssh,99700.85938,148060.75,32,26,255,255,4233651949,2088564185,117,215,0,0,681.530109,21.22934,1421927930,1421927930,9.349258,11.5664,0.000678,0.000529,0.000149,0,0,0,0,0,2,1,2,1,1,1,1,,0
2526,59.166.0.7,32673,149.171.126.2,30732,tcp,FIN,0.012858000000000001,2438,19266,31,29,7,13,-,1477057.125,11687666.0,38,40,255,255,2210363758,94112654,64,482,0,0,0.0,20.159924,1421927930,1421927930,0.339027,0.316103,0.000657,0.000526,0.000131,0,0,0,0,0,2,4,2,2,1,1,1,,0
2527,59.166.0.0,38956,149.171.126.9,25,tcp,FIN,0.021624,37268,3380,31,29,18,8,smtp,13522752.0,1220865.625,52,42,255,255,180788583,2331413166,717,80,0,0,22.368484,0.871084,1421927930,1421927930,0.41717600000000005,0.5143409999999999,0.000682,0.000529,0.000153,0,0,0,0,0,1,1,3,2,1,1,1,,0
2528,59.166.0.1,39761,149.171.126.1,6881,tcp,FIN,0.018465000000000002,1540,1644,31,29,4,4,-,625616.0625,672840.5625,16,18,255,255,240787944,2390791807,96,91,0,0,73.400389,2.194117,1421927930,1421927930,1.210333,1.058941,0.00058,0.00045700000000000005,0.000123,0,0,0,0,0,9,7,6,8,5,1,5,,0
2529,59.166.0.1,44031,149.171.126.3,5190,tcp,FIN,0.00543,1470,1728,31,29,5,4,-,2068508.375,2364641.0,22,14,255,255,2446166815,301084597,67,123,0,0,17.716297,0.44117799999999996,1421927930,1421927930,0.258571,0.364769,0.000685,0.0005480000000000001,0.00013700000000000002,0,0,0,0,0,9,11,2,8,1,1,2,,0
2530,59.166.0.3,60683,149.171.126.1,53,udp,CON,0.0011099999999999999,146,178,31,29,0,0,dns,526126.125,641441.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927930,1421927930,0.009000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,2,6,1,1,1,1,,0
2531,59.166.0.4,47586,149.171.126.5,6881,tcp,FIN,0.01899,1540,1644,31,29,4,4,-,608320.125,654239.0625,16,18,255,255,2028273770,4179384349,96,91,0,0,77.024182,2.095047,1421927930,1421927930,1.245067,1.09,0.000579,0.00045599999999999997,0.000123,0,0,0,0,0,6,7,8,9,6,1,6,,0
2532,59.166.0.4,56276,149.171.126.9,53,udp,CON,0.001077,132,164,31,29,0,0,dns,490250.6875,609099.3125,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927930,1421927930,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,1,3,9,2,1,1,,0
2533,59.166.0.8,39635,149.171.126.8,111,udp,CON,0.004714,568,312,31,29,0,0,-,722952.875,397114.9688,4,4,0,0,0,0,142,78,0,0,1.7896889999999999,1.500483,1421927930,1421927930,1.273,1.0659999999999998,0.0,0.0,0.0,0,0,0,0,0,6,7,3,2,1,1,2,,0
2534,59.166.0.0,42193,149.171.126.5,53,udp,CON,0.0010550000000000002,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927930,1421927930,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,2,2,8,2,1,1,1,,0
2535,59.166.0.1,38653,149.171.126.1,6881,tcp,FIN,0.018552000000000003,1540,1644,31,29,4,4,-,622682.1875,669685.25,16,18,255,255,2390369675,2391312977,96,91,0,0,73.687563,2.1217330000000003,1421927930,1421927930,1.215267,1.065177,0.0005639999999999999,0.00044,0.000124,0,0,0,0,0,9,7,6,8,5,1,5,,0
2536,59.166.0.4,52930,149.171.126.7,53,udp,CON,0.001076,146,178,31,29,0,0,dns,542750.9375,661710.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927930,1421927930,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,2,9,2,1,1,,0
2537,59.166.0.1,8248,149.171.126.1,6881,tcp,FIN,0.316852,10856,447154,31,29,18,161,-,272632.0,11258556.0,186,360,255,255,2390366925,244298592,58,1242,0,0,91.18893,55.4261,1421927930,1421927931,1.7109619999999999,0.881134,0.0007059999999999999,0.000522,0.000184,0,0,0,0,0,9,7,4,3,1,1,1,,0
2538,59.166.0.3,34059,149.171.126.3,6881,tcp,FIN,0.018751,1540,1644,31,29,4,4,-,616073.8125,662578.0,16,18,255,255,2626171845,2630243782,96,91,0,0,74.603197,2.282969,1421927931,1421927931,1.229333,1.075588,0.000586,0.00045999999999999996,0.000126,0,0,0,0,0,6,11,9,9,6,1,6,,0
2539,59.166.0.1,56173,149.171.126.6,53,udp,CON,0.001048,146,178,31,29,0,0,dns,557251.9375,679389.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927931,1421927931,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,2,1,3,3,1,1,2,,0
2540,59.166.0.3,10397,149.171.126.8,53,udp,CON,0.0010609999999999999,132,164,31,29,0,0,dns,497643.7188,618284.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927931,1421927931,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,3,3,2,9,1,1,1,,0
2541,59.166.0.3,16255,149.171.126.3,6881,tcp,FIN,0.018817,1540,1644,31,29,4,4,-,613912.9375,660254.0,16,18,255,255,480786999,2631296720,96,91,0,0,75.030274,2.143314,1421927931,1421927931,1.2329999999999999,1.0797649999999999,0.0005809999999999999,0.000458,0.000123,0,0,0,0,0,6,11,9,9,6,1,6,,0
2542,59.166.0.8,24299,149.171.126.3,40465,tcp,FIN,0.040922,5174,83812,31,29,7,39,-,1000342.063,16206637.0,90,92,255,255,2930362708,2930680790,57,911,0,0,23.686303,24.000655,1421927931,1421927931,0.456236,0.44307700000000005,0.0007480000000000001,0.000591,0.000157,0,0,0,0,0,6,11,9,6,1,1,1,,0
2543,59.166.0.4,46264,149.171.126.3,80,tcp,FIN,1.004734,1580,10168,31,29,3,5,http,11537.38184,76469.98438,12,18,255,255,2266170032,2271392350,132,565,1,3924,9529.489381,7675.594612999999,1421927930,1421927931,91.307817,59.071115,0.000662,0.000518,0.000144,0,0,1,0,0,2,2,9,2,1,1,1,,0
2544,59.166.0.3,12115,149.171.126.2,80,tcp,FIN,0.00402,1044,822,31,29,2,2,http,1818905.5,1472636.875,8,10,255,255,2626169028,481790067,131,82,1,82,33.175689,0.716917,1421927931,1421927931,0.524571,0.38799999999999996,0.000664,0.000521,0.000143,0,0,1,0,0,2,1,2,9,2,1,1,,0
2545,59.166.0.6,13163,149.171.126.4,22,tcp,FIN,0.008639,3728,5578,31,29,7,7,ssh,3344831.5,4967241.5,32,26,255,255,540780232,541070562,117,215,0,0,16.314546,0.429237,1421927931,1421927931,0.278677,0.3184,0.000679,0.000545,0.000134,0,0,0,0,0,2,1,2,1,1,1,1,,0
2546,59.166.0.0,18668,149.171.126.1,22,tcp,FIN,0.369895,3728,5474,31,29,7,7,ssh,78119.46094,113459.2188,32,24,255,255,2866166968,2866474600,117,228,0,0,748.034183,22.304422,1421927931,1421927931,11.932097,16.052435,0.000675,0.000552,0.000123,0,0,0,0,0,1,1,4,1,1,1,1,,0
2547,59.166.0.1,57871,149.171.126.6,25,tcp,FIN,0.021358000000000002,37268,3380,31,29,18,8,smtp,13691170.0,1236070.75,52,42,255,255,3110365145,961809386,717,80,0,0,22.02994,0.8773290000000001,1421927931,1421927931,0.411804,0.507829,0.0006889999999999999,0.00053,0.00015900000000000002,0,0,0,0,0,1,2,3,3,1,1,2,,0
2548,59.166.0.3,13830,149.171.126.3,6881,tcp,FIN,0.43591,11064,447154,31,29,18,161,-,201986.6563,8183561.0,190,360,255,255,2626171067,2633862667,58,1242,0,0,117.262767,72.382676,1421927931,1421927931,2.304688,1.212811,0.000671,0.0005070000000000001,0.000164,0,0,0,0,0,6,11,9,9,6,1,6,,0
2549,59.166.0.8,23408,149.171.126.9,5190,tcp,FIN,0.004409000000000001,1470,1728,31,29,5,4,-,2547516.5,2912225.0,22,14,255,255,2990362294,2986468564,67,123,0,0,12.894994,0.382871,1421927931,1421927931,0.209952,0.286077,0.000687,0.000551,0.000136,0,0,0,0,0,6,2,2,6,1,1,1,,0
2550,59.166.0.3,36505,149.171.126.3,6881,tcp,FIN,0.01899,1540,1644,31,29,4,4,-,608320.125,654239.0625,16,18,255,255,2626174302,486450537,96,91,0,0,75.908511,2.0853,1421927931,1421927931,1.2428,1.0897059999999998,0.000584,0.00046100000000000004,0.000123,0,0,0,0,0,6,11,9,9,6,1,6,,0
2551,59.166.0.9,9697,149.171.126.3,5190,tcp,FIN,0.004503,1470,1728,31,29,5,4,-,2494337.0,2851432.25,22,14,255,255,2570361116,2570661094,67,123,0,0,13.133344000000001,0.383385,1421927931,1421927931,0.214429,0.290077,0.000726,0.000566,0.00016,0,0,0,0,0,1,11,9,1,1,1,1,,0
2552,59.166.0.4,15987,149.171.126.9,22,tcp,FIN,0.28184899999999996,3728,5474,31,29,7,7,ssh,102522.9844,148902.4219,32,24,255,255,2806166089,2806487680,117,228,0,0,731.708055,23.948529,1421927931,1421927931,9.091903,12.221695,0.00075,0.00061,0.00014,0,0,0,0,0,1,2,2,2,1,1,1,,0
2553,59.166.0.5,61323,149.171.126.2,23506,tcp,FIN,0.010865999999999999,2438,19266,31,29,7,13,-,1747837.25,13830296.0,38,40,255,255,900783450,3074038900,64,482,0,0,0.0,16.094509,1421927931,1421927931,0.285,0.27263200000000004,0.000633,0.000502,0.000131,0,0,0,0,0,15,4,2,2,1,1,1,,0
2554,59.166.0.8,15327,149.171.126.4,53,udp,CON,0.000998,146,178,31,29,0,0,dns,585170.3125,713426.8125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927931,1421927931,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,2,6,1,1,1,,0
2555,175.45.176.2,58188,149.171.126.13,179,tcp,FIN,0.869065,1506,268,254,252,2,1,-,12482.38086,2061.986084,10,6,255,255,2994675006,1899639126,151,45,0,0,4871.188453,249.63367200000002,1421927930,1421927931,92.606111,155.652797,0.20649499999999998,0.090791,0.115704,0,1,0,0,0,3,4,1,1,1,1,1,,0
2556,59.166.0.3,54301,149.171.126.1,80,tcp,FIN,1.117584,1580,10168,31,29,3,5,http,10372.375,68748.29688,12,18,255,255,4117848615,1969336584,132,565,1,3924,9593.725939,7723.658901999999,1421927930,1421927931,101.56590600000001,65.707351,0.0007030000000000001,0.000552,0.000151,0,0,1,0,0,2,2,4,9,2,1,1,,0
2557,59.166.0.8,40629,149.171.126.8,11350,tcp,FIN,0.365951,5048,3080,31,29,7,7,-,106418.6172,65101.61328,28,30,255,255,360787222,2509423218,180,103,0,0,823.8116679999999,21.585739999999998,1421927930,1421927931,13.542,12.599862,0.000683,0.000551,0.000132,0,0,0,0,0,6,7,2,6,1,1,1,,0
2558,59.166.0.3,13079,149.171.126.3,6881,tcp,FIN,0.013862000000000001,1540,1644,31,29,4,4,-,833357.375,896263.1875,16,18,255,255,2626170239,2636588017,96,91,0,0,63.088229000000005,1.460042,1421927931,1421927931,0.902933,0.786353,0.0006230000000000001,0.000491,0.000132,0,0,0,0,0,6,11,9,9,6,1,6,,0
2559,59.166.0.3,15471,149.171.126.3,6881,tcp,FIN,0.018761,1540,1644,31,29,4,4,-,615745.4375,662224.8125,16,18,255,255,480786189,485387232,96,91,0,0,74.583444,2.2061919999999997,1421927931,1421927931,1.229733,1.076471,0.000576,0.000455,0.000121,0,0,0,0,0,6,11,9,9,6,1,6,,0
2560,59.166.0.5,23974,149.171.126.1,26638,tcp,FIN,0.038893000000000004,5174,83812,31,29,7,39,-,1052528.75,17052118.0,90,92,255,255,3046166579,3046499065,57,911,0,0,22.688229,22.604492,1421927931,1421927931,0.433371,0.420462,0.000753,0.00062,0.000133,0,0,0,0,0,15,7,4,2,1,1,1,,0
2561,59.166.0.8,36469,149.171.126.6,25,tcp,FIN,0.029414999999999997,37372,3380,31,29,18,8,smtp,9968791.0,897501.25,52,42,255,255,600783918,601779852,719,80,0,0,32.836603000000004,1.448193,1421927931,1421927931,0.569843,0.7042930000000001,0.0006940000000000001,0.000533,0.000161,0,0,0,0,0,1,2,3,6,1,1,1,,0
2562,59.166.0.8,54466,149.171.126.7,59297,tcp,FIN,0.010941,2438,19266,31,29,7,13,-,1735856.0,13735491.0,38,40,255,255,780788323,805693943,64,482,0,0,17.047774,16.398914,1421927931,1421927931,0.287027,0.266846,0.000664,0.000531,0.000133,0,0,0,0,0,6,1,1,6,1,1,1,,0
2563,59.166.0.4,30761,149.171.126.8,53,udp,CON,0.00103,146,178,31,29,0,0,dns,566990.25,691262.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927932,1421927932,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0,3,3,2,1,1,1,1,,0
2564,59.166.0.5,55244,149.171.126.2,22,tcp,FIN,0.18579500000000002,3728,5474,31,29,7,7,ssh,155526.25,225883.375,32,24,255,255,1020780239,3170714596,117,228,0,0,427.012599,13.533842000000002,1421927932,1421927932,5.993387,8.042826,0.000834,0.000675,0.00015900000000000002,0,0,0,0,0,2,1,2,2,1,1,2,,0
2565,59.166.0.6,10813,149.171.126.6,8704,tcp,FIN,0.013993,2438,19266,31,29,7,13,-,1357250.125,10739656.0,38,40,255,255,1500783600,1531056222,64,482,0,0,0.0,25.714508,1421927932,1421927932,0.36973,0.34528200000000003,0.00066,0.000524,0.000136,0,0,0,0,0,4,1,1,4,1,1,1,,0
2566,59.166.0.6,9120,149.171.126.8,61137,tcp,FIN,0.049895,5174,83812,31,29,7,39,-,820442.9375,13292073.0,90,92,255,255,1500780217,1501054715,57,911,0,0,0.0,31.134564,1421927932,1421927932,0.557079,0.542308,0.000665,0.000541,0.000124,0,0,0,0,0,4,7,2,4,1,1,1,,0
2567,59.166.0.1,11037,149.171.126.0,22,tcp,FIN,0.217925,3728,5474,31,29,7,7,ssh,132596.0781,192580.0156,32,24,255,255,1380783547,3530692181,117,228,0,0,501.159026,15.941462,1421927932,1421927932,7.029839,9.434435,0.000776,0.000618,0.00015800000000000002,0,0,0,0,0,1,2,2,1,1,1,1,,0
2568,59.166.0.9,57264,149.171.126.1,53,udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927932,1421927932,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,1,2,1,1,1,,0
2569,59.166.0.3,43995,149.171.126.5,25,tcp,FIN,0.44786499999999996,37372,3380,31,29,18,8,smtp,654733.0,58946.33203,52,42,255,255,3466170788,3471366645,719,80,0,0,767.309163,24.922721,1421927932,1421927932,8.774842999999999,10.909951,0.000729,0.0005549999999999999,0.000174,0,0,0,0,0,1,1,2,2,1,1,2,,0
2570,59.166.0.6,11716,149.171.126.4,5190,tcp,FIN,0.005318,1470,1832,31,29,5,4,-,2112072.25,2584430.25,22,16,255,255,1560780793,1561093731,67,115,0,0,15.324715,0.408096,1421927932,1421927932,0.253238,0.306267,0.00074,0.000588,0.000152,0,0,0,0,0,4,8,1,4,1,1,1,,0
2571,59.166.0.3,4390,149.171.126.5,53,udp,CON,0.001023,146,178,31,29,0,0,dns,570870.0,695992.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927932,1421927932,0.01,0.006,0.0,0.0,0.0,0,0,0,0,0,3,2,2,2,1,1,2,,0
2572,59.166.0.5,33335,149.171.126.2,5190,tcp,FIN,0.00642,1470,1728,31,29,5,4,-,1749532.75,2000000.0,22,14,255,255,3350361317,3347078761,67,123,0,0,21.191106,0.6048319999999999,1421927932,1421927932,0.305714,0.43576899999999996,0.000746,0.000611,0.000135,0,0,0,0,0,15,4,2,2,1,1,2,,0
2573,59.166.0.6,7458,149.171.126.7,53,udp,CON,0.001056,130,162,31,29,0,0,dns,492424.25,613636.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927932,1421927932,0.01,0.005,0.0,0.0,0.0,0,0,0,0,0,3,3,1,4,1,1,1,,0
2574,59.166.0.9,2406,149.171.126.0,22,tcp,FIN,0.103756,3728,5474,31,29,7,7,ssh,278499.5625,404487.4375,32,24,255,255,1260780804,1261090523,117,228,0,0,333.65745,11.434558,1421927932,1421927932,3.346968,4.48,0.000715,0.00058,0.000135,0,0,0,0,0,1,2,2,2,1,1,1,,0
2575,59.166.0.4,53982,149.171.126.9,80,tcp,FIN,1.1198620000000001,1684,10168,31,29,3,5,http,11172.80566,68608.45313,14,18,255,255,1140783307,3291393686,120,565,1,3924,8815.309223999999,7718.316647,1421927932,1421927933,86.115459,65.842765,0.0006889999999999999,0.000528,0.000161,0,0,1,0,0,3,3,1,2,1,1,1,,0
2576,59.166.0.8,27946,149.171.126.6,111,udp,CON,0.004815,568,320,31,29,0,0,-,707788.125,398753.875,4,4,0,0,0,0,142,80,0,0,1.7614049999999999,1.56247,1421927933,1421927933,1.252,1.113333,0.0,0.0,0.0,0,0,0,0,0,5,4,5,4,1,1,3,,0
2577,59.166.0.6,45054,149.171.126.7,143,tcp,FIN,0.813725,7814,16912,31,29,30,32,-,76192.82031,164950.0781,122,126,255,255,3586170296,3587184509,64,134,0,0,461.82406100000003,456.449975,1421927932,1421927933,6.77815,6.506056,0.000596,0.000462,0.000134,0,0,0,0,0,1,2,2,1,1,1,1,,0
2578,59.166.0.0,36097,149.171.126.4,14582,tcp,FIN,0.07901,4014,59460,31,29,7,28,-,400455.625,5934540.0,68,70,255,255,3826170666,1694352022,59,849,0,0,73.195448,71.84440500000001,1421927933,1421927933,1.174552,1.1368989999999999,0.00072,0.000558,0.000162,0,0,0,0,0,3,6,2,2,1,1,1,,0
2579,59.166.0.1,21816,149.171.126.4,65108,tcp,FIN,0.270007,5174,83812,31,29,7,39,-,151610.875,2456262.0,90,92,255,255,4066166819,1921077793,57,911,0,0,163.69799,161.60681399999999,1421927933,1421927933,3.029652,2.960868,0.0007,0.000557,0.000143,0,0,0,0,0,7,6,2,2,1,1,1,,0
2580,59.166.0.2,58009,149.171.126.0,53,udp,CON,0.001058,146,178,31,29,0,0,dns,551984.875,672967.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927933,1421927933,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,3,5,3,1,1,1,1,,0
2581,59.166.0.7,62572,149.171.126.1,16745,tcp,FIN,0.049089,2438,19266,31,29,7,13,-,386889.125,3061378.25,38,40,255,255,3950363280,3996349631,64,482,0,0,83.015389,81.157303,1421927933,1421927933,1.3178379999999998,1.244256,0.000714,0.000557,0.000157,0,0,0,0,0,2,13,2,4,1,1,1,,0
2582,59.166.0.8,55357,149.171.126.7,5190,tcp,FIN,0.004411,1470,1728,31,29,5,4,-,2546361.5,2910904.75,22,14,255,255,2040780434,2041073220,67,123,0,0,12.890405,0.383656,1421927933,1421927933,0.210048,0.287308,0.000678,0.000539,0.000139,0,0,0,0,0,5,2,2,4,1,1,1,,0
2583,175.45.176.2,35426,149.171.126.13,179,tcp,FIN,0.887048,1506,268,254,252,2,1,-,12229.32715,2020.183838,10,6,255,255,2134518786,3932865140,151,45,0,0,4458.709774,224.44670299999999,1421927932,1421927933,83.489111,158.31779699999998,0.20259100000000002,0.095458,0.10713299999999999,0,1,0,0,0,3,5,1,1,1,1,1,,0
2584,59.166.0.5,65296,149.171.126.5,19312,tcp,FIN,0.182995,4014,59460,31,29,7,28,-,172900.8906,2562299.5,68,70,255,255,1860783317,1910892023,59,849,0,0,0.0,181.427745,1421927933,1421927933,2.725493,2.644493,0.000662,0.000521,0.00014099999999999998,0,0,0,0,0,4,5,1,2,1,1,1,,0
2585,59.166.0.8,51938,149.171.126.6,56882,tcp,FIN,0.00486,3744,2456,31,29,7,7,-,5820576.0,3818929.75,18,18,255,255,13300099,2161957269,208,136,0,0,13.235535999999998,0.334804,1421927933,1421927933,0.267235,0.254353,0.000664,0.000532,0.000132,0,0,0,0,0,5,4,5,4,1,1,3,,0
2586,59.166.0.7,40702,149.171.126.0,53,udp,CON,0.0010400000000000001,146,178,31,29,0,0,dns,561538.4375,684615.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927933,1421927933,0.011000000000000001,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,2,5,3,4,1,1,1,,0
2587,59.166.0.9,51088,149.171.126.1,80,tcp,FIN,1.147745,18370,1087890,31,29,2,370,http,127672.9609,7572636.5,344,746,255,255,3226170589,1081813729,53,1458,1,524288,200.532524,120.11360900000001,1421927932,1421927933,3.3452620000000004,1.539858,0.000705,0.000545,0.00016,0,0,1,0,0,2,2,2,2,1,1,1,,0
2588,59.166.0.1,23436,149.171.126.2,65381,tcp,FIN,0.043835,2438,19266,31,29,7,13,-,433261.0938,3428310.75,38,40,255,255,4066170132,4228528607,64,482,0,0,71.983113,70.652624,1421927933,1421927933,1.1761620000000002,1.109974,0.000692,0.00054,0.000152,0,0,0,0,0,7,1,1,2,1,1,1,,0
2589,59.166.0.7,36558,149.171.126.3,16463,tcp,FIN,0.076056,5174,83812,31,29,7,39,-,538234.9375,8719995.0,90,92,255,255,3950360275,1801073995,57,911,0,0,55.435251,54.530285,1421927933,1421927933,0.850292,0.829527,0.000691,0.000559,0.000132,0,0,0,0,0,2,3,2,4,1,1,1,,0
2590,59.166.0.8,29436,149.171.126.6,59090,udp,CON,0.001835,536,304,31,29,0,0,-,1752588.5,994005.4375,4,4,0,0,0,0,134,76,0,0,0.666331,0.321268,1421927933,1421927933,0.476667,0.232667,0.0,0.0,0.0,0,0,0,0,0,5,4,5,4,1,1,3,,0
2591,59.166.0.4,16065,149.171.126.0,5190,tcp,FIN,0.004296,1470,1728,31,29,5,4,-,2614525.0,2988826.75,22,14,255,255,3890361038,3890647926,67,123,0,0,12.534408,0.37306300000000003,1421927933,1421927933,0.204571,0.279692,0.000669,0.000522,0.000147,0,0,0,0,0,10,3,3,2,1,1,1,,0
2592,59.166.0.0,15001,149.171.126.8,10633,tcp,FIN,0.022047999999999998,2974,30506,31,29,7,18,-,1056966.625,10847605.0,48,50,255,255,1680780709,3826420832,62,610,0,0,0.0,30.040556,1421927933,1421927933,0.46097899999999997,0.438857,0.000675,0.00054,0.000135,0,0,0,0,0,3,2,1,2,1,1,1,,0
2593,59.166.0.5,1275,149.171.126.3,18358,tcp,FIN,0.082951,2974,30506,31,29,7,18,-,280936.9375,2883244.25,48,50,255,255,4006166536,4006469524,62,610,0,0,98.28381800000001,98.10876800000001,1421927933,1421927933,1.757702,1.6809180000000001,0.000722,0.000576,0.000146,0,0,0,0,0,4,3,2,2,1,1,1,,0
2594,59.166.0.7,34289,149.171.126.6,25,tcp,FIN,0.46978000000000003,37268,3380,31,29,18,8,smtp,622453.0625,56196.51953,52,42,255,255,3770364868,1621787865,717,80,0,0,774.96272,25.265715,1421927933,1421927933,9.204608,11.445878,0.000651,0.0004969999999999999,0.000154,0,0,0,0,0,2,1,5,4,1,1,1,,0
2595,59.166.0.9,57524,149.171.126.6,5190,tcp,FIN,0.005312,1470,1728,31,29,5,4,-,2114457.75,2417168.75,22,14,255,255,4130363038,1981096896,67,123,0,0,15.509234,0.504352,1421927933,1421927933,0.252952,0.349615,0.0007650000000000001,0.000601,0.000164,0,0,0,0,0,2,4,5,2,1,1,1,,0
